企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,2024资产总收入,2024负债总数,2024资产负债率,实际授信额度,实际授信额度区间
创元网络股份有限公司000197,9.133769389833e+017,0,1,,4,1,,5656,29258204,21839570,0.7464,20600,"(17830.0, 21190.0]"
天成纺织集团有限公司000198,9.13033521103e+017,0,,国家级,4,2,5,565656,20556046,4159099,0.2023,31570,"(31390.0, 35000.0]"
创元建设股份有限公司000199,9.1380420439407e+017,,1,市级,1,6,2,-2323432,17458244,9495888,0.5439,30780,"(27972.0, 31390.0]"
联创生物有限公司000200,9.133878e+017,,1,县级,3,6,4,-2323432,6784291,5858132,0.8635,29110,"(27972.0, 31390.0]"
瑞丰化工有限公司000201,9.134325621689e+017,0,0,市级,3,3,2,-3434545,18613877,14531920,0.7807,20580,"(17830.0, 21190.0]"
远航信息集团有限公司000202,9.1329251881e+017,0,0,市级,4,2,5,5656,13676809,11301542,0.8263,32820,"(31390.0, 35000.0]"
华信网络集团有限公司000203,9.1399e+017,1,0,省级,4,6,6,-3434545,10297665,7735576,0.7512,11260,"(11047.0, 14492.0]"
鼎盛装备股份有限公司000204,9.132330e+017,1,0,县级,1,,7,676767,43691807,16889656,0.3866,29210,"(27972.0, 31390.0]"
华泰能源股份有限公司000205,9.1309656999e+017,0,1,国家级,7,2,4,676767,46261684,15840281,0.3424,20110,"(17830.0, 21190.0]"
华泰化工有限责任公司000206,9.1347264908277181e+017,0,0,市级,5,,4,6767,3408161,752744,0.2209,25880,"(24530.0, 27972.0]"
博雅物流有限公司000207,9.13751e+017,1,0,,4,6,,6767,46520370,29480832,0.6337,13320,"(11047.0, 14492.0]"
远航机械股份有限公司000208,9.13212309e+017,,1,国家级,3,6,2,565656,47884698,4605523,0.0962,7370,"(7318.0, 11047.0]"
嘉禾电子集团有限公司000209,9.1322e+017,0,0,国家级,2,6,4,565,40372170,2257438,0.0559,24670,"(24530.0, 27972.0]"
嘉禾智能股份有限公司000210,9.139501455616814e+017,1,1,县级,3,,2,676767,41109539,26508752,0.6448,11690,"(11047.0, 14492.0]"
远航食品有限责任公司000211,9.13899529e+017,1,1,省级,,5,6,676767,32558073,22844916,0.7017,3640,"(3620.0, 7318.0]"
永泰食品股份有限公司000212,9.1355e+017,,0,市级,6,,1,565,8013861,5719665,0.7137,32680,"(31390.0, 35000.0]"
金鼎智能集团有限公司000213,9.135770272e+017,1,1,县级,3,3,1,-2323432,26678420,18727103,0.702,14030,"(11047.0, 14492.0]"
盛世贸易有限公司000214,9.134056e+017,0,1,国家级,7,5,3,565,14076257,8018650,0.5697,810,"(49.999, 3620.0]"
远航医药有限责任公司000215,9.131503e+017,0,0,省级,6,,,565656,25036551,11434585,0.4567,9780,"(7318.0, 11047.0]"
创元医药有限公司000216,9.13681040915e+017,1,0,,6,3,2,565,34738013,22893933,0.659,4070,"(3620.0, 7318.0]"
瑞丰网络集团有限公司000217,9.13109881e+017,0,1,市级,6,3,3,6767,29702768,19425955,0.654,13120,"(11047.0, 14492.0]"
鼎盛环保有限公司000218,9.1362997954e+017,1,0,县级,1,3,,343434,45431765,4334663,0.0954,19330,"(17830.0, 21190.0]"
联创能源集团有限公司000219,9.139456e+017,0,1,市级,7,6,4,-2323432,47761782,35336274,0.7398,26440,"(24530.0, 27972.0]"
创元信息有限公司000220,9.1315814876e+017,1,0,县级,1,3,7,-3434545,23495186,13956051,0.594,31500,"(31390.0, 35000.0]"
博雅材料股份有限公司000221,9.13997e+017,1,1,,2,5,4,343434,36642580,24723475,0.6747,14060,"(11047.0, 14492.0]"
创元建设集团有限公司000222,9.13278469973354e+017,1,1,市级,6,7,3,-2323432,4226002,555633,0.1315,27090,"(24530.0, 27972.0]"
金鼎生物有限责任公司000223,9.13403e+017,1,1,县级,5,4,7,5656,36935057,34021234,0.9211,15170,"(14492.0, 17830.0]"
创元机械集团有限公司000224,9.130102e+017,1,,县级,5,2,2,5656,24278510,19567663,0.806,34590,"(31390.0, 35000.0]"
金鼎装备集团有限公司000225,9.138468950097519e+017,1,0,市级,5,5,7,343434,15249216,3312311,0.2172,14600,"(14492.0, 17830.0]"
嘉禾机械有限公司000226,9.138077879e+017,1,1,国家级,5,1,6,565,5339988,3554651,0.6657,27440,"(24530.0, 27972.0]"
远航建设有限责任公司000227,9.13128144294e+017,1,0,省级,6,,4,6767,3564151,2283508,0.6407,23510,"(21190.0, 24530.0]"
星河科技有限公司000228,9.139276e+017,1,1,省级,6,7,7,-3434545,12233899,9413187,0.7694,19910,"(17830.0, 21190.0]"
嘉禾能源股份有限公司000229,9.13674286047658e+017,,1,县级,1,7,1,565,32059384,10298449,0.3212,16380,"(14492.0, 17830.0]"
永泰信息有限责任公司000230,9.13258001061817e+017,1,1,,3,,6,343434,45418019,32890903,0.7242,18930,"(17830.0, 21190.0]"
华信材料集团有限公司000231,9.1392124471e+017,1,1,市级,1,6,2,343434,8273197,5685900,0.6873,26180,"(24530.0, 27972.0]"
汇通装备集团有限公司000232,9.1362712863917e+017,1,,市级,3,4,1,-2323432,17861357,3753323,0.2101,33340,"(31390.0, 35000.0]"
鼎盛建设股份有限公司000233,9.13661830671e+017,1,1,国家级,,,1,-3434545,10274205,6986969,0.68,10960,"(7318.0, 11047.0]"
永泰机械股份有限公司000234,9.13571e+017,1,,国家级,1,7,6,676767,2739470,2522398,0.9208,22760,"(21190.0, 24530.0]"
金鼎环保有限责任公司000235,9.1350e+017,1,1,省级,4,7,3,676767,30252500,27829780,0.9199,34220,"(31390.0, 35000.0]"
创元建设集团有限公司000236,9.13041792911179e+017,,0,县级,,2,1,6767,3173699,851866,0.2684,25370,"(24530.0, 27972.0]"
创元食品集团有限公司000237,9.135827390219620e+017,,0,国家级,3,7,1,565,4342749,689068,0.1587,13790,"(11047.0, 14492.0]"
华泰食品集团有限公司000238,9.139092e+017,1,0,市级,4,7,,-2323432,43037976,12646914,0.2939,5910,"(3620.0, 7318.0]"
华泰医药有限责任公司000239,9.1331e+017,0,1,省级,5,1,1,-2323432,36320185,18406586,0.5068,31220,"(27972.0, 31390.0]"
星河生物集团有限公司000240,9.130781e+017,0,1,市级,1,3,3,-3434545,30510222,2714974,0.089,33020,"(31390.0, 35000.0]"
汇通装备股份有限公司000241,9.1362e+017,0,1,,2,3,2,676767,25301551,21562706,0.8522,8240,"(7318.0, 11047.0]"
华信纺织股份有限公司000242,9.1325349292e+017,,1,省级,6,3,,565656,4103159,1241385,0.3025,23340,"(21190.0, 24530.0]"
创元建设股份有限公司000243,9.1307e+017,0,1,国家级,,4,2,676767,38987374,9753313,0.2502,17830,"(14492.0, 17830.0]"
汇通建设股份有限公司000244,9.13427990772625e+017,1,0,国家级,1,1,4,-3434545,24152198,7637199,0.3162,5480,"(3620.0, 7318.0]"
汇通科技有限公司000245,9.135016579055e+017,0,0,,,4,6,-3434545,38702989,29608981,0.765,22260,"(21190.0, 24530.0]"
宏达科技有限责任公司000246,9.13864015e+017,1,0,市级,2,6,7,-3434545,14179035,10320297,0.7279,28830,"(27972.0, 31390.0]"
博雅机械有限公司000247,9.13241e+017,0,0,国家级,7,6,1,6767,5959191,727935,0.1222,18800,"(17830.0, 21190.0]"
宏达信息有限责任公司000248,9.1395579887e+017,1,0,市级,4,4,1,565,1578852,1317732,0.8346,2620,"(49.999, 3620.0]"
博雅生物有限责任公司000249,9.132223e+017,,1,县级,2,3,,6767,30696711,27952193,0.9106,11690,"(11047.0, 14492.0]"
嘉禾机械有限公司000250,9.1367e+017,0,1,市级,2,1,,565,36329833,33711146,0.9279,18410,"(17830.0, 21190.0]"
华泰科技有限公司000251,9.137028140693751e+017,,0,省级,4,7,5,565,38032044,26838810,0.7057,32800,"(31390.0, 35000.0]"
联创科技有限公司000252,9.13562656504554e+017,1,0,县级,,5,6,5656,34445479,13949773,0.405,3620,"(49.999, 3620.0]"
汇通网络集团有限公司000253,9.13785196e+017,,1,县级,7,2,4,6767,9466228,7591539,0.802,17010,"(14492.0, 17830.0]"
远航装备股份有限公司000254,9.1300244e+017,1,1,县级,2,4,,676767,20366400,16316066,0.8011,33890,"(31390.0, 35000.0]"
中原电子股份有限公司000255,9.131589042902572e+017,1,1,,,3,1,565,39094663,18860724,0.4824,14860,"(14492.0, 17830.0]"
博雅生物有限责任公司000256,9.134451895e+017,,1,县级,5,1,7,6767,6442368,3793821,0.5889,31370,"(27972.0, 31390.0]"
启明生物有限公司000257,9.1371120754e+017,1,1,市级,1,5,2,565,41266480,27676914,0.6707,22930,"(21190.0, 24530.0]"
永泰网络有限公司000258,9.1311076031e+017,0,0,,1,1,7,565,15305152,4999971,0.3267,28230,"(27972.0, 31390.0]"
金鼎材料集团有限公司000259,9.134955289389119e+017,0,0,省级,,1,5,-2323432,12500498,8169582,0.6535,8240,"(7318.0, 11047.0]"
华泰物流集团有限公司000260,9.136638361e+017,1,0,县级,,2,7,565,46950906,27252301,0.5804,15060,"(14492.0, 17830.0]"
华泰能源股份有限公司000261,9.13631752e+017,0,1,县级,5,1,1,343434,40391457,28781214,0.7126,18760,"(17830.0, 21190.0]"
永泰科技集团有限公司000262,9.1361367499465e+017,1,1,,,4,1,565656,4442642,1676382,0.3773,6960,"(3620.0, 7318.0]"
汇通装备有限公司000263,9.136952e+017,1,0,县级,,4,6,676767,6784270,4844094,0.714,1260,"(49.999, 3620.0]"
星河食品有限公司000264,9.1375677002e+017,1,0,省级,3,4,5,5656,36783049,2424126,0.0659,22190,"(21190.0, 24530.0]"
嘉禾智能有限公司000265,9.1347969545e+017,,0,市级,4,5,6,-2323432,38500378,18204385,0.4728,22140,"(21190.0, 24530.0]"
宏达能源集团有限公司000266,9.13491141520850e+017,1,1,县级,7,3,4,565656,27744127,10158299,0.3661,14680,"(14492.0, 17830.0]"
永泰科技股份有限公司000267,9.135294563718e+017,0,0,县级,,3,4,343434,32873192,4603923,0.1401,4050,"(3620.0, 7318.0]"
永泰贸易有限公司000268,9.13484685366498e+017,1,0,省级,6,1,,676767,35739078,17074041,0.4777,32860,"(31390.0, 35000.0]"
中原环保集团有限公司000269,9.137232466e+017,1,0,县级,6,6,3,565,41333182,33789759,0.8175,21870,"(21190.0, 24530.0]"
远航纺织股份有限公司000270,9.136603242044e+017,0,0,县级,6,6,4,-2323432,12979265,972585,0.0749,6190,"(3620.0, 7318.0]"
汇通化工集团有限公司000271,9.1319818e+017,1,0,国家级,7,3,,-3434545,24489659,16028600,0.6545,16720,"(14492.0, 17830.0]"
博雅医药有限责任公司000272,9.13649078515e+017,1,0,省级,3,6,6,-3434545,14730295,2649245,0.1799,17370,"(14492.0, 17830.0]"
星河能源有限责任公司000273,9.136451837606e+017,1,0,省级,7,6,,-3434545,44541062,34254178,0.769,30330,"(27972.0, 31390.0]"
中原科技股份有限公司000274,9.13248e+017,0,1,国家级,7,4,3,6767,33096882,15687331,0.474,33760,"(31390.0, 35000.0]"
华信智能集团有限公司000275,9.132965772429e+017,1,,市级,6,,4,5656,21153513,12020027,0.5682,12560,"(11047.0, 14492.0]"
汇通纺织集团有限公司000276,9.13206969e+017,1,1,,7,,1,5656,41170836,25277436,0.614,26550,"(24530.0, 27972.0]"
瑞丰机械股份有限公司000277,9.1326393436e+017,0,,市级,7,4,,565656,13732854,3041686,0.2215,29270,"(27972.0, 31390.0]"
鼎盛医药股份有限公司000278,9.136941180053759e+017,,1,县级,2,6,,6767,21792670,20200917,0.927,5500,"(3620.0, 7318.0]"
盛世信息股份有限公司000279,9.134150e+017,0,1,县级,,2,5,565,31512643,5317052,0.1687,13940,"(11047.0, 14492.0]"
创元生物股份有限公司000280,9.1332e+017,0,0,省级,5,3,4,5656,49550457,46830561,0.9451,12970,"(11047.0, 14492.0]"
华信网络有限公司000281,9.131342284e+017,0,0,省级,1,,3,343434,32661188,15088937,0.462,23020,"(21190.0, 24530.0]"
天成物流有限责任公司000282,9.130177e+017,1,1,国家级,2,,,-2323432,45776937,7314781,0.1598,27950,"(24530.0, 27972.0]"
星河机械有限责任公司000283,9.1301896164236103e+017,0,1,,6,4,6,565656,38295576,6371931,0.1664,32690,"(31390.0, 35000.0]"
天成信息集团有限公司000284,9.13767499616e+017,1,1,,7,7,6,-3434545,44762311,6110071,0.1365,14750,"(14492.0, 17830.0]"
汇通机械股份有限公司000285,9.1317422438e+017,1,0,国家级,4,6,2,5656,42349028,26785880,0.6325,21640,"(21190.0, 24530.0]"
启明建设有限公司000286,9.137226016459779e+017,1,0,国家级,,6,7,565,39396795,4869152,0.1236,10480,"(7318.0, 11047.0]"
华泰化工股份有限公司000287,9.13995641e+017,0,0,国家级,7,4,1,676767,11624964,7442544,0.6402,590,"(49.999, 3620.0]"
嘉禾医药有限公司000288,9.13727601e+017,0,1,,,4,6,565656,42114118,34633404,0.8224,34540,"(31390.0, 35000.0]"
中原食品股份有限公司000289,9.139984076789973e+017,0,1,国家级,5,3,7,5656,628434,89487,0.1424,13720,"(11047.0, 14492.0]"
永泰装备有限责任公司000290,9.13383959724e+017,1,1,省级,,5,3,565,1496329,292083,0.1952,17910,"(17830.0, 21190.0]"
中原装备有限责任公司000291,9.1338005e+017,1,0,国家级,6,6,2,-3434545,33130025,4665149,0.1408,24860,"(24530.0, 27972.0]"
嘉禾电子集团有限公司000292,9.138910771199180e+017,0,0,市级,,,2,565,23939818,17773794,0.7424,13980,"(11047.0, 14492.0]"
创元物流集团有限公司000293,9.13603754821e+017,1,1,省级,6,5,,5656,24509970,8606596,0.3511,26550,"(24530.0, 27972.0]"
天成建设股份有限公司000294,9.130811e+017,1,0,县级,7,7,4,6767,34738595,26580118,0.7651,34960,"(31390.0, 35000.0]"
嘉禾机械有限责任公司000295,9.130489267e+017,0,1,县级,,6,7,565,19945730,8524301,0.4274,21340,"(21190.0, 24530.0]"
远航医药有限公司000296,9.138485200894e+017,0,1,国家级,,3,6,-3434545,35028130,33022124,0.9427,5210,"(3620.0, 7318.0]"
金鼎纺织有限责任公司000297,9.1399893e+017,1,0,,3,,7,676767,30214222,9613107,0.3182,5150,"(3620.0, 7318.0]"
中原网络股份有限公司000298,9.1371586e+017,1,1,县级,7,,6,565656,5599381,744850,0.133,16920,"(14492.0, 17830.0]"
启明信息有限公司000299,9.133770285196115e+017,,0,市级,6,7,,565,30816586,5129318,0.1664,29170,"(27972.0, 31390.0]"
永泰智能股份有限公司000300,9.1318e+017,,0,市级,3,,7,-3434545,20579206,17495442,0.8502,2040,"(49.999, 3620.0]"
华泰纺织集团有限公司000301,9.135199663658074e+017,0,0,市级,7,7,,343434,33974129,21159571,0.6228,5720,"(3620.0, 7318.0]"
联创信息有限公司000302,9.13820e+017,1,0,,6,2,5,-3434545,38368452,19935419,0.5196,2210,"(49.999, 3620.0]"
启明科技股份有限公司000303,9.13111824e+017,0,0,县级,4,4,1,-2323432,27945912,2002359,0.0717,7440,"(7318.0, 11047.0]"
盛世电子股份有限公司000304,9.13033e+017,0,1,,5,,1,565656,21577619,3845444,0.1782,4090,"(3620.0, 7318.0]"
华信能源集团有限公司000305,9.13967183e+017,0,0,县级,5,,6,565656,18163004,9965454,0.5487,810,"(49.999, 3620.0]"
联创电子有限责任公司000306,9.13653984028914e+017,0,0,市级,,4,5,676767,136435,14210,0.1042,6900,"(3620.0, 7318.0]"
华泰电子集团有限公司000307,9.13553795020970e+017,0,1,县级,5,7,6,343434,17639608,16434404,0.9317,26060,"(24530.0, 27972.0]"
华信贸易股份有限公司000308,9.1356201753703e+017,0,1,市级,7,,1,676767,45171190,20356807,0.4507,33470,"(31390.0, 35000.0]"
永泰化工有限公司000309,9.13987283e+017,,0,省级,2,,4,676767,40769781,9710452,0.2382,29000,"(27972.0, 31390.0]"
瑞丰生物股份有限公司000310,9.1360e+017,1,1,县级,5,3,,-2323432,45581989,24142380,0.5296,28430,"(27972.0, 31390.0]"
汇通建设集团有限公司000311,9.136133254110760e+017,1,0,省级,6,3,5,-2323432,26397204,5943259,0.2251,260,"(49.999, 3620.0]"
华泰物流有限公司000312,9.1306e+017,1,0,国家级,7,7,1,565656,29529215,21783368,0.7377,25420,"(24530.0, 27972.0]"
鼎盛化工有限公司000313,9.1363990767699e+017,0,0,市级,1,6,1,343434,3603293,1136569,0.3154,22950,"(21190.0, 24530.0]"
瑞丰贸易股份有限公司000314,9.13972320024e+017,1,1,,,,7,565,8554483,5334809,0.6236,23520,"(21190.0, 24530.0]"
启明生物有限公司000315,9.1353331537e+017,1,1,市级,5,3,5,5656,9803967,995944,0.1016,27830,"(24530.0, 27972.0]"
宏达纺织集团有限公司000316,9.1375636e+017,0,0,国家级,3,4,1,343434,42966931,10772779,0.2507,200,"(49.999, 3620.0]"
博雅能源有限责任公司000317,9.132583230241026e+017,0,0,省级,2,2,7,-3434545,13462909,3070115,0.228,1260,"(49.999, 3620.0]"
创元医药集团有限公司000318,9.136559630993e+017,1,1,市级,6,5,5,565656,4487411,702925,0.1566,29170,"(27972.0, 31390.0]"
启明贸易股份有限公司000319,9.137255877749e+017,1,0,省级,2,7,6,676767,34232494,13669180,0.3993,6900,"(3620.0, 7318.0]"
汇通网络有限公司000320,9.13785390e+017,1,1,县级,4,4,5,-3434545,25205919,7034375,0.2791,34550,"(31390.0, 35000.0]"
汇通机械有限公司000321,9.1343111508353544e+017,1,0,,7,3,2,565,43409031,5135270,0.1183,10920,"(7318.0, 11047.0]"
启明网络股份有限公司000322,9.1333738e+017,1,1,国家级,3,7,4,676767,44077009,2675547,0.0607,31080,"(27972.0, 31390.0]"
创元机械有限公司000323,9.13553666845e+017,0,0,省级,4,6,4,-3434545,2120250,821024,0.3872,22920,"(21190.0, 24530.0]"
汇通生物股份有限公司000324,9.1371597e+017,,0,,5,5,5,565656,13803939,12476323,0.9038,15660,"(14492.0, 17830.0]"
汇通纺织有限公司000325,9.138025662e+017,0,1,国家级,1,1,4,676767,19635761,12637829,0.6436,9590,"(7318.0, 11047.0]"
远航医药股份有限公司000326,9.13302716e+017,0,1,国家级,2,3,6,565,40614255,23051930,0.5676,6550,"(3620.0, 7318.0]"
博雅食品集团有限公司000327,9.139676e+017,0,0,国家级,6,4,7,6767,26345630,15852817,0.6017,12230,"(11047.0, 14492.0]"
中原生物有限公司000328,9.131185672e+017,1,0,国家级,3,5,1,565656,14679727,12739989,0.8679,29630,"(27972.0, 31390.0]"
创元科技股份有限公司000329,9.13711837274e+017,0,0,省级,4,4,,5656,7796226,5365281,0.6882,10310,"(7318.0, 11047.0]"
星河生物集团有限公司000330,9.13081647090e+017,0,0,市级,,,3,676767,12041366,2950197,0.245,14710,"(14492.0, 17830.0]"
华信智能集团有限公司000331,9.1368e+017,0,1,省级,,1,3,5656,44992438,4807637,0.1069,27900,"(24530.0, 27972.0]"
鼎盛医药股份有限公司000332,9.1314950e+017,0,1,县级,,,3,343434,43988711,14719335,0.3346,16520,"(14492.0, 17830.0]"
鼎盛网络有限责任公司000333,9.135715e+017,0,1,省级,6,7,3,-2323432,21867047,20407953,0.9333,24620,"(24530.0, 27972.0]"
星河网络有限责任公司000334,9.13432630397e+017,1,1,国家级,,7,3,5656,16444077,9994539,0.6078,17600,"(14492.0, 17830.0]"
星河能源集团有限公司000335,9.1368527017130e+017,0,,省级,6,,7,343434,16357054,3847762,0.2352,14080,"(11047.0, 14492.0]"
远航纺织集团有限公司000336,9.13715662e+017,1,1,,4,3,2,5656,40757988,11170643,0.2741,7270,"(3620.0, 7318.0]"
瑞丰化工股份有限公司000337,9.13746897e+017,0,1,,4,7,3,-3434545,37201278,26189082,0.704,6300,"(3620.0, 7318.0]"
汇通食品有限公司000338,9.13692e+017,0,1,市级,4,4,6,565656,20756834,13013369,0.6269,20100,"(17830.0, 21190.0]"
星河贸易有限公司000339,9.132497243992011e+017,1,0,省级,6,,4,6767,16661918,4467353,0.2681,30180,"(27972.0, 31390.0]"
中原材料有限公司000340,9.13952436402701e+017,0,1,市级,7,6,5,6767,39431147,12901121,0.3272,15720,"(14492.0, 17830.0]"
永泰智能集团有限公司000341,9.1323e+017,1,1,国家级,2,,4,6767,30343333,17003885,0.5604,4560,"(3620.0, 7318.0]"
华信建设有限公司000342,9.13090138e+017,0,1,县级,1,,1,5656,15855827,7612499,0.4801,24030,"(21190.0, 24530.0]"
星河贸易有限责任公司000343,9.1310762091843579e+017,1,,,3,3,7,-3434545,44732648,18278843,0.4086,14840,"(14492.0, 17830.0]"
汇通贸易股份有限公司000344,9.13164932898e+017,0,0,县级,,7,6,565656,32616670,13377683,0.4101,24900,"(24530.0, 27972.0]"
中原建设集团有限公司000345,9.136434712e+017,,1,国家级,1,5,2,5656,47070098,6142112,0.1305,27070,"(24530.0, 27972.0]"
华信机械有限公司000346,9.13159e+017,0,0,省级,6,6,6,5656,15761024,3959102,0.2512,17940,"(17830.0, 21190.0]"
天成网络集团有限公司000347,9.13608e+017,1,1,县级,5,,5,6767,28533924,9635298,0.3377,15940,"(14492.0, 17830.0]"
启明物流有限责任公司000348,9.139737460523302e+017,1,1,省级,5,6,7,5656,40290177,13623133,0.3381,1450,"(49.999, 3620.0]"
远航医药股份有限公司000349,9.13259e+017,0,1,省级,3,4,7,565656,35523040,25011031,0.7041,2990,"(49.999, 3620.0]"
华信网络股份有限公司000350,9.1320157201e+017,1,0,县级,6,2,7,343434,43803842,2550227,0.0582,30160,"(27972.0, 31390.0]"
汇通纺织股份有限公司000351,9.13750111e+017,0,,县级,2,3,2,343434,46525566,43829296,0.942,15420,"(14492.0, 17830.0]"
盛世材料集团有限公司000352,9.1306888718e+017,0,0,国家级,7,4,6,6767,38447555,6255909,0.1627,12270,"(11047.0, 14492.0]"
嘉禾电子有限公司000353,9.13184e+017,1,0,国家级,1,7,,-2323432,43897962,8564019,0.1951,8490,"(7318.0, 11047.0]"
天成生物集团有限公司000354,9.131030324329839e+017,1,,市级,5,3,,6767,46747471,15503445,0.3316,20130,"(17830.0, 21190.0]"
