企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,实际授信额度,实际授信额度区间
瑞丰电子有限公司000244,9.131929275243728e+017,0,0,省级,2,7,,5656,11550,"(10954.0, 14480.0]"
天成环保有限责任公司000245,9.1310276747836674e+017,0,,县级,7,6,6,-3434545,23710,"(21364.0, 24660.0]"
中原电子有限责任公司000246,9.13414967e+017,0,0,省级,5,,5,-2323432,34630,"(31471.0, 35000.0]"
华泰贸易集团有限公司000247,9.134430091093911e+017,0,0,省级,,,1,6767,28120,"(27972.0, 31471.0]"
中原科技有限责任公司000248,9.131406e+017,1,0,市级,3,6,6,343434,11370,"(10954.0, 14480.0]"
创元生物股份有限公司000249,9.1391741e+017,,1,国家级,4,2,2,6767,4490,"(3780.0, 7370.0]"
鼎盛建设股份有限公司000250,9.13661830671e+017,1,1,国家级,6,1,3,-3434545,13550,"(10954.0, 14480.0]"
星河化工集团有限公司000251,9.13615717e+017,0,,省级,1,7,6,343434,22760,"(21364.0, 24660.0]"
星河科技有限公司000252,9.130613878e+017,0,0,国家级,7,3,7,565656,720,"(49.999, 3780.0]"
博雅环保有限责任公司000253,9.1317929111799313e+017,1,1,省级,,,6,676767,630,"(49.999, 3780.0]"
中原智能有限责任公司000254,9.132739021962e+017,0,,省级,,2,1,565,31070,"(27972.0, 31471.0]"
瑞丰信息股份有限公司000255,9.1332909279e+017,0,1,国家级,4,7,,676767,5910,"(3780.0, 7370.0]"
启明能源股份有限公司000256,9.1334031277220054e+017,0,1,,1,1,7,-2323432,22150,"(21364.0, 24660.0]"
华泰科技股份有限公司000257,9.1353153e+017,0,1,县级,5,,,343434,9680,"(7370.0, 10954.0]"
华泰智能股份有限公司000258,9.132735435e+017,,0,国家级,4,1,2,565656,25010,"(24660.0, 27972.0]"
博雅生物集团有限公司000259,9.13687e+017,0,1,县级,4,3,3,676767,32380,"(31471.0, 35000.0]"
金鼎食品有限公司000260,9.1378e+017,0,1,国家级,2,5,5,676767,23540,"(21364.0, 24660.0]"
天成机械集团有限公司000261,9.13107427990772e+017,1,1,国家级,1,1,4,343434,5480,"(3780.0, 7370.0]"
嘉禾医药有限公司000262,9.1350850165790e+017,1,0,,4,3,3,-3434545,11100,"(10954.0, 14480.0]"
永泰能源有限责任公司000263,9.134864015e+017,1,0,市级,2,6,7,-3434545,28830,"(27972.0, 31471.0]"
汇通材料股份有限公司000264,9.134112e+017,1,0,省级,7,6,1,-2323432,18800,"(17855.0, 21364.0]"
华泰建设有限责任公司000265,9.1310385e+017,1,1,县级,3,6,2,6767,17250,"(14480.0, 17855.0]"
星河网络有限责任公司000266,9.13729284e+017,0,0,,7,7,4,-3434545,11850,"(10954.0, 14480.0]"
盛世贸易集团有限公司000267,9.137828410e+017,1,0,市级,,3,2,-3434545,1470,"(49.999, 3780.0]"
创元纺织有限责任公司000268,9.131702814069375e+017,0,0,省级,6,4,7,565,23540,"(21364.0, 24660.0]"
启明化工集团有限公司000269,9.13599805626e+017,1,0,市级,,5,6,565656,3620,"(49.999, 3780.0]"
华泰机械集团有限公司000270,9.1366299123478519e+017,,1,市级,7,2,4,565656,17070,"(14480.0, 17855.0]"
联创环保有限责任公司000271,9.1347873002447e+017,0,1,县级,6,2,7,676767,22730,"(21364.0, 24660.0]"
联创食品有限责任公司000272,9.13715890429025e+017,1,0,国家级,,3,1,5656,14860,"(14480.0, 17855.0]"
启明医药集团有限公司000273,9.1319285544518952e+017,0,1,县级,6,,3,6767,3190,"(49.999, 3780.0]"
启明生物有限公司000274,9.1371120754e+017,1,1,市级,1,5,2,565,22930,"(21364.0, 24660.0]"
宏达机械集团有限公司000275,9.1321611e+017,0,,,1,1,7,-2323432,28230,"(27972.0, 31471.0]"
华信物流集团有限公司000276,9.1332501249552e+017,0,,国家级,,,3,676767,30950,"(27972.0, 31471.0]"
启明装备有限责任公司000277,9.139271256638361e+017,1,0,县级,3,7,,565,8810,"(7370.0, 10954.0]"
远航纺织集团有限公司000278,9.136463175207e+017,0,0,县级,5,1,1,343434,18760,"(17855.0, 21364.0]"
鼎盛物流集团有限公司000279,9.1374994657e+017,1,1,,6,,2,565,24410,"(21364.0, 24660.0]"
汇通装备有限公司000280,9.136952e+017,1,0,县级,4,6,,676767,2210,"(49.999, 3780.0]"
嘉禾建设有限公司000281,9.1316756770e+017,0,1,省级,3,4,5,6767,22190,"(21364.0, 24660.0]"
嘉禾生物股份有限公司000282,9.13828064796e+017,1,1,国家级,3,4,5,6767,27080,"(24660.0, 27972.0]"
盛世化工有限公司000283,9.1355650333e+017,1,0,国家级,7,7,1,-2323432,25650,"(24660.0, 27972.0]"
瑞丰建设股份有限公司000284,9.1305696591713e+017,1,1,市级,5,4,4,5656,17300,"(14480.0, 17855.0]"
永泰机械有限责任公司000285,9.1349e+017,1,0,国家级,2,7,1,565,21990,"(21364.0, 24660.0]"
远航信息有限责任公司000286,9.1385366498e+017,1,0,省级,1,5,2,676767,3190,"(49.999, 3780.0]"
中原环保集团有限公司000287,9.137232466e+017,1,0,县级,6,6,3,565,21870,"(21364.0, 24660.0]"
永泰建设集团有限公司000288,9.1347786603242044e+017,0,0,县级,6,6,4,-2323432,6190,"(3780.0, 7370.0]"
天成材料股份有限公司000289,9.132319818984713e+017,0,1,县级,7,3,,676767,16720,"(14480.0, 17855.0]"
星河装备有限责任公司000290,9.131586734257540e+017,0,0,省级,4,1,3,5656,10460,"(7370.0, 10954.0]"
宏达纺织股份有限公司000291,9.1364e+017,,0,省级,3,6,7,-3434545,21950,"(21364.0, 24660.0]"
联创装备股份有限公司000292,9.136124815e+017,1,1,国家级,7,4,3,6767,33760,"(31471.0, 35000.0]"
盛世材料有限公司000293,9.133829e+017,1,1,省级,6,,4,-3434545,12560,"(10954.0, 14480.0]"
宏达建设有限公司000294,9.139317342069e+017,1,,市级,7,1,2,343434,15500,"(14480.0, 17855.0]"
华信能源集团有限公司000295,9.1344762e+017,1,0,市级,1,4,4,676767,20290,"(17855.0, 21364.0]"
华泰能源有限责任公司000296,9.1371072563669e+017,,,省级,4,,3,-3434545,9690,"(7370.0, 10954.0]"
瑞丰信息股份有限公司000297,9.13652809e+017,0,1,,5,7,6,-3434545,260,"(49.999, 3780.0]"
联创电子有限责任公司000298,9.1344948562e+017,1,1,省级,6,2,,565656,5280,"(3780.0, 7370.0]"
华泰食品有限公司000299,9.13075877712e+017,0,0,省级,1,1,1,565,6740,"(3780.0, 7370.0]"
博雅食品有限公司000300,9.1371504e+017,0,0,,5,5,1,565656,23420,"(21364.0, 24660.0]"
盛世环保股份有限公司000301,9.139230450e+017,0,,市级,7,4,3,5656,280,"(49.999, 3780.0]"
创元物流有限责任公司000302,9.13649251583e+017,1,1,,,2,7,5656,26550,"(24660.0, 27972.0]"
盛世纺织集团有限公司000303,9.13278814761742e+017,0,1,县级,7,2,,-2323432,21070,"(17855.0, 21364.0]"
华泰电子有限责任公司000304,9.13918017e+017,0,,县级,,1,5,565,3920,"(3780.0, 7370.0]"
盛世智能集团有限公司000305,9.131941e+017,1,0,国家级,3,4,4,565656,10900,"(7370.0, 10954.0]"
远航贸易股份有限公司000306,9.1341220310303723e+017,1,,,4,7,6,5656,19980,"(17855.0, 21364.0]"
金鼎纺织集团有限公司000307,9.1349605e+017,0,1,县级,,2,4,565,19360,"(17855.0, 21364.0]"
联创能源有限公司000308,9.130695814671e+017,1,1,,1,4,6,565,27840,"(24660.0, 27972.0]"
盛世纺织集团有限公司000309,9.13665729e+017,0,0,省级,6,3,5,6767,28100,"(27972.0, 31471.0]"
嘉禾环保有限公司000310,9.134522801e+017,1,0,省级,5,7,4,-3434545,8620,"(7370.0, 10954.0]"
启明物流有限公司000311,9.13711991808e+017,0,0,市级,7,1,5,565,6240,"(3780.0, 7370.0]"
天成科技集团有限公司000312,9.13376e+017,0,1,,6,5,,-3434545,26550,"(24660.0, 27972.0]"
启明食品集团有限公司000313,9.136667e+017,1,1,国家级,6,3,2,343434,30910,"(27972.0, 31471.0]"
星河网络有限公司000314,9.13846684550489e+017,0,1,县级,1,4,2,5656,16150,"(14480.0, 17855.0]"
创元信息有限责任公司000315,9.1318848e+017,1,,市级,7,,5,565,29750,"(27972.0, 31471.0]"
启明贸易有限公司000316,9.1317e+017,1,0,省级,6,,1,676767,10680,"(7370.0, 10954.0]"
鼎盛信息集团有限公司000317,9.13589e+017,0,1,省级,3,6,6,5656,5780,"(3780.0, 7370.0]"
天成信息股份有限公司000318,9.1388649767762e+017,0,1,省级,,4,4,343434,3240,"(49.999, 3780.0]"
华信食品有限公司000319,9.13594e+017,0,0,市级,6,,2,565656,15170,"(14480.0, 17855.0]"
远航医药集团有限公司000320,9.137018510679497e+017,1,1,省级,1,2,,565656,12540,"(10954.0, 14480.0]"
中原化工集团有限公司000321,9.1358074120e+017,1,0,国家级,7,,6,-2323432,32810,"(31471.0, 35000.0]"
博雅建设有限责任公司000322,9.1333971895690705e+017,1,0,市级,5,7,,343434,21830,"(21364.0, 24660.0]"
汇通网络有限责任公司000323,9.1320952004e+017,,0,市级,1,5,2,343434,31510,"(31471.0, 35000.0]"
启明化工有限公司000324,9.13057861e+017,,0,国家级,1,7,2,343434,30860,"(27972.0, 31471.0]"
汇通信息集团有限公司000325,9.1325823868700794e+017,,1,市级,2,6,3,5656,18310,"(17855.0, 21364.0]"
嘉禾材料有限责任公司000326,9.13612e+017,1,0,市级,3,2,5,-3434545,6660,"(3780.0, 7370.0]"
盛世医药股份有限公司000327,9.1350209700268e+017,1,0,国家级,6,7,3,565656,13220,"(10954.0, 14480.0]"
金鼎物流股份有限公司000328,9.133703045e+017,,1,省级,,7,5,565656,7300,"(3780.0, 7370.0]"
永泰化工有限公司000329,9.13987283e+017,,0,省级,,4,6,676767,340,"(49.999, 3780.0]"
嘉禾电子股份有限公司000330,9.1360e+017,1,1,县级,5,3,,-2323432,28430,"(27972.0, 31471.0]"
鼎盛医药有限责任公司000331,9.13903e+017,1,0,市级,6,3,5,343434,260,"(49.999, 3780.0]"
瑞丰能源有限公司000332,9.13350583199e+017,1,1,国家级,1,,7,-2323432,13740,"(10954.0, 14480.0]"
华泰环保有限责任公司000333,9.1361108046619e+017,1,0,县级,4,7,,343434,32910,"(31471.0, 35000.0]"
永泰物流有限公司000334,9.1391e+017,0,0,市级,3,6,4,565656,24120,"(21364.0, 24660.0]"
远航食品有限责任公司000335,9.13982274e+017,1,0,,6,2,,-2323432,5270,"(3780.0, 7370.0]"
永泰装备股份有限公司000336,9.1359959465217e+017,0,0,省级,4,2,2,676767,14030,"(10954.0, 14480.0]"
永泰化工集团有限公司000337,9.1350e+017,0,0,县级,2,7,3,-3434545,15440,"(14480.0, 17855.0]"
博雅科技集团有限公司000338,9.133024e+017,,0,国家级,1,2,2,676767,10780,"(7370.0, 10954.0]"
中原材料有限公司000339,9.132338e+017,1,1,省级,3,3,6,676767,21630,"(21364.0, 24660.0]"
瑞丰网络股份有限公司000340,9.1317912e+017,1,1,县级,7,,,-3434545,32630,"(31471.0, 35000.0]"
星河医药集团有限公司000341,9.1373634e+017,1,0,市级,5,6,4,343434,16470,"(14480.0, 17855.0]"
华泰信息有限责任公司000342,9.1377665754e+017,,1,国家级,2,3,3,343434,1730,"(49.999, 3780.0]"
华信物流有限公司000343,9.130835354e+017,1,1,省级,3,5,1,565,9370,"(7370.0, 10954.0]"
金鼎装备集团有限公司000344,9.1333373898e+017,1,1,国家级,1,3,7,676767,16660,"(14480.0, 17855.0]"
金鼎贸易集团有限公司000345,9.1324075536668e+017,1,0,国家级,4,6,4,6767,22920,"(21364.0, 24660.0]"
鼎盛医药股份有限公司000346,9.13863e+017,1,1,,3,7,5,343434,16060,"(14480.0, 17855.0]"
永泰材料股份有限公司000347,9.13334817e+017,0,0,县级,6,1,5,343434,7690,"(7370.0, 10954.0]"
创元医药有限责任公司000348,9.1372994938e+017,1,0,,2,4,4,5656,8500,"(7370.0, 10954.0]"
华泰环保有限公司000349,9.13754692e+017,1,1,省级,5,5,5,343434,18890,"(17855.0, 21364.0]"
嘉禾机械有限公司000350,9.133768151185672e+017,1,0,国家级,4,1,7,565656,25770,"(24660.0, 27972.0]"
华信网络有限责任公司000351,9.13777118372742e+017,0,0,国家级,4,4,,5656,10310,"(7370.0, 10954.0]"
博雅医药有限公司000352,9.13837081647090e+017,0,0,市级,,,3,676767,14710,"(14480.0, 17855.0]"
汇通能源有限公司000353,9.1322068155839386e+017,1,0,市级,,1,3,5656,27900,"(24660.0, 27972.0]"
瑞丰贸易有限公司000354,9.13364e+017,1,0,省级,6,4,,343434,33430,"(31471.0, 35000.0]"
创元科技集团有限公司000355,9.13571509976838e+017,0,0,县级,5,6,6,343434,31640,"(31471.0, 35000.0]"
星河能源股份有限公司000356,9.135245086403553e+017,0,0,省级,,4,2,5656,26340,"(24660.0, 27972.0]"
永泰环保集团有限公司000357,9.1321298e+017,0,0,县级,5,4,1,676767,2910,"(49.999, 3780.0]"
永泰电子股份有限公司000358,9.13566e+017,0,1,县级,2,5,3,565656,26080,"(24660.0, 27972.0]"
嘉禾网络集团有限公司000359,9.13674746e+017,,0,省级,1,4,7,676767,12340,"(10954.0, 14480.0]"
鼎盛贸易股份有限公司000360,9.13491601692e+017,0,1,市级,,5,3,565656,17080,"(14480.0, 17855.0]"
宏达能源股份有限公司000361,9.1350e+017,0,1,省级,6,,4,6767,30180,"(27972.0, 31471.0]"
汇通信息集团有限公司000362,9.1326448869e+017,1,0,市级,,1,4,565,24050,"(21364.0, 24660.0]"
联创建设有限公司000363,9.13686e+017,1,0,省级,6,6,,676767,6940,"(3780.0, 7370.0]"
星河智能集团有限公司000364,9.13679121e+017,,0,,4,1,7,676767,8280,"(7370.0, 10954.0]"
星河物流集团有限公司000365,9.130698477596e+017,1,1,省级,4,,1,5656,340,"(49.999, 3780.0]"
鼎盛网络有限公司000366,9.1318435797863e+017,0,,市级,4,3,,-3434545,18760,"(17855.0, 21364.0]"
天成食品股份有限公司000367,9.13164932898027e+017,0,1,县级,6,5,6,565656,3380,"(49.999, 3780.0]"
汇通物流股份有限公司000368,9.130256434712871e+017,1,0,县级,6,2,7,5656,28710,"(27972.0, 31471.0]"
瑞丰物流有限责任公司000369,9.13115e+017,0,0,省级,6,5,4,5656,9200,"(7370.0, 10954.0]"
中原科技有限责任公司000370,9.1328993160875243e+017,1,0,省级,5,,5,-2323432,15940,"(14480.0, 17855.0]"
联创医药股份有限公司000371,9.13605233e+017,0,0,县级,5,5,1,6767,34770,"(31471.0, 35000.0]"
鼎盛化工有限公司000372,9.134438612590e+017,1,0,县级,1,3,4,565,31080,"(27972.0, 31471.0]"
华信网络股份有限公司000373,9.1320157201e+017,1,0,县级,2,7,6,343434,14880,"(14480.0, 17855.0]"
汇通纺织股份有限公司000374,9.13750111e+017,0,,县级,2,3,2,343434,15420,"(14480.0, 17855.0]"
创元物流有限责任公司000375,9.13826e+017,0,,国家级,7,4,6,676767,12270,"(10954.0, 14480.0]"
华泰科技有限公司000376,9.1329e+017,0,0,,6,2,6,343434,22770,"(21364.0, 24660.0]"
星河信息有限责任公司000377,9.13872975859883e+017,0,0,,5,5,,676767,12360,"(10954.0, 14480.0]"
中原材料有限责任公司000378,9.13626714e+017,1,0,国家级,2,2,,565,25530,"(24660.0, 27972.0]"
启明智能股份有限公司000379,9.135660e+017,,0,,6,2,5,343434,33650,"(31471.0, 35000.0]"
金鼎物流股份有限公司000380,9.1361128e+017,1,,市级,3,7,7,565,11250,"(10954.0, 14480.0]"
鼎盛智能有限责任公司000381,9.1388967924082226e+017,,1,省级,5,1,2,5656,30840,"(27972.0, 31471.0]"
瑞丰食品集团有限公司000382,9.13146511e+017,0,0,,6,4,7,565,11790,"(10954.0, 14480.0]"
创元装备股份有限公司000383,9.138160930685e+017,0,0,省级,5,7,4,676767,29980,"(27972.0, 31471.0]"
联创化工集团有限公司000384,9.131538144e+017,1,,县级,,,3,565,17360,"(14480.0, 17855.0]"
天成建设股份有限公司000385,9.134510526e+017,,1,国家级,6,1,5,6767,2400,"(49.999, 3780.0]"
联创化工有限责任公司000386,9.13562841e+017,1,1,市级,,,7,-2323432,9310,"(7370.0, 10954.0]"
鼎盛食品有限责任公司000387,9.1323e+017,1,1,县级,3,6,2,6767,5520,"(3780.0, 7370.0]"
鼎盛网络有限公司000388,9.13022e+017,1,,市级,3,7,5,-2323432,30430,"(27972.0, 31471.0]"
创元信息集团有限公司000389,9.1341436e+017,0,0,省级,4,3,7,6767,25340,"(24660.0, 27972.0]"
金鼎医药有限公司000390,9.1366e+017,1,0,县级,,,2,5656,17510,"(14480.0, 17855.0]"
中原能源有限责任公司000391,9.1320e+017,,1,县级,,1,3,343434,29190,"(27972.0, 31471.0]"
金鼎生物集团有限公司000392,9.135598953e+017,1,,,4,4,,343434,27450,"(24660.0, 27972.0]"
汇通生物有限责任公司000393,9.13738202e+017,0,1,市级,1,6,2,565656,4090,"(3780.0, 7370.0]"
金鼎智能有限责任公司000394,9.132409036788127e+017,1,1,市级,6,,4,-2323432,20680,"(17855.0, 21364.0]"
启明电子有限责任公司000395,9.1344812e+017,,0,省级,2,5,7,565,20680,"(17855.0, 21364.0]"
嘉禾物流有限公司000396,9.13595518426945e+017,0,0,省级,2,,2,565,8650,"(7370.0, 10954.0]"
华信化工有限责任公司000397,9.13983735439627e+017,0,1,,2,1,7,6767,32010,"(31471.0, 35000.0]"
博雅机械有限公司000398,9.13226931e+017,,0,,4,7,5,6767,29920,"(27972.0, 31471.0]"
金鼎环保集团有限公司000399,9.1314290e+017,0,0,市级,6,1,4,343434,4550,"(3780.0, 7370.0]"
盛世装备集团有限公司000400,9.1308481e+017,0,0,国家级,,7,4,5656,12640,"(10954.0, 14480.0]"
远航能源股份有限公司000401,9.13172131451951e+017,1,0,省级,,,4,-3434545,14520,"(14480.0, 17855.0]"
远航贸易有限公司000402,9.13754102e+017,0,1,县级,5,4,6,343434,25640,"(24660.0, 27972.0]"
博雅化工有限责任公司000403,9.137676952e+017,0,1,县级,5,6,1,676767,5270,"(3780.0, 7370.0]"
宏达材料集团有限公司000404,9.130305872e+017,,1,省级,,6,5,6767,33280,"(31471.0, 35000.0]"
创元物流集团有限公司000405,9.1306501917e+017,,1,,7,4,7,5656,30640,"(27972.0, 31471.0]"
联创食品有限责任公司000406,9.13041200928e+017,,1,县级,2,4,6,565,12310,"(10954.0, 14480.0]"
启明化工集团有限公司000407,9.133690362891775e+017,1,,市级,5,6,2,676767,3810,"(3780.0, 7370.0]"
宏达机械集团有限公司000408,9.131139043830e+017,0,0,,,1,7,-3434545,1190,"(49.999, 3780.0]"
启明医药有限责任公司000409,9.1365215681820967e+017,0,0,国家级,1,1,7,343434,16350,"(14480.0, 17855.0]"
博雅信息有限责任公司000410,9.13254596063e+017,0,0,,6,2,,-2323432,29480,"(27972.0, 31471.0]"
联创物流股份有限公司000411,9.132421495e+017,,0,县级,2,3,7,565656,3620,"(49.999, 3780.0]"
联创环保有限责任公司000412,9.13669275e+017,1,1,市级,3,4,2,-2323432,23340,"(21364.0, 24660.0]"
金鼎网络有限公司000413,9.13629613e+017,1,0,县级,5,1,2,565656,23020,"(21364.0, 24660.0]"
鼎盛科技有限公司000414,9.135973714e+017,,0,省级,,,4,-3434545,8220,"(7370.0, 10954.0]"
中原装备集团有限公司000415,9.1330e+017,1,,国家级,,5,1,343434,14850,"(14480.0, 17855.0]"
博雅环保有限公司000416,9.1354235677e+017,0,1,县级,3,4,5,676767,10670,"(7370.0, 10954.0]"
盛世建设集团有限公司000417,9.13275164807e+017,0,,省级,1,5,3,6767,33780,"(31471.0, 35000.0]"
金鼎贸易有限责任公司000418,9.1344e+017,0,1,市级,5,3,2,5656,23670,"(21364.0, 24660.0]"
博雅生物集团有限公司000419,9.136646491111e+017,0,1,国家级,5,,2,-2323432,15330,"(14480.0, 17855.0]"
华信医药股份有限公司000420,9.13576e+017,,1,市级,6,4,7,565,15650,"(14480.0, 17855.0]"
星河建设有限公司000421,9.135895e+017,1,1,县级,3,7,6,5656,17030,"(14480.0, 17855.0]"
博雅化工有限责任公司000422,9.132631281964e+017,0,,国家级,,5,6,6767,29870,"(27972.0, 31471.0]"
创元纺织有限责任公司000423,9.133343e+017,0,1,国家级,1,5,1,6767,1080,"(49.999, 3780.0]"
华信物流集团有限公司000424,9.13421175e+017,0,1,,,5,1,343434,24450,"(21364.0, 24660.0]"
博雅智能有限责任公司000425,9.1329e+017,0,1,县级,2,4,6,-2323432,33160,"(31471.0, 35000.0]"
金鼎信息集团有限公司000426,9.1351305e+017,0,0,县级,2,3,2,343434,22000,"(21364.0, 24660.0]"
启明化工集团有限公司000427,9.13234619e+017,1,0,县级,3,6,6,565656,17910,"(17855.0, 21364.0]"
中原医药有限责任公司000428,9.131720849e+017,1,1,国家级,4,3,,-3434545,15730,"(14480.0, 17855.0]"
创元科技有限公司000429,9.1350e+017,1,1,国家级,4,3,2,676767,15280,"(14480.0, 17855.0]"
汇通食品股份有限公司000430,9.135330770e+017,1,0,市级,5,5,5,676767,33120,"(31471.0, 35000.0]"
华泰机械集团有限公司000431,9.1308805017e+017,0,1,市级,,1,7,-3434545,240,"(49.999, 3780.0]"
华泰装备有限公司000432,9.139103002e+017,0,1,国家级,,7,,-3434545,12270,"(10954.0, 14480.0]"
星河物流有限公司000433,9.13145964e+017,0,1,市级,7,1,,5656,32200,"(31471.0, 35000.0]"
联创电子有限责任公司000434,9.1373144158331170e+017,,0,县级,6,1,2,343434,27130,"(24660.0, 27972.0]"
远航纺织集团有限公司000435,9.131235679836e+017,,1,市级,3,5,5,343434,31190,"(27972.0, 31471.0]"
博雅电子有限公司000436,9.13875418156e+017,0,1,国家级,2,1,,-3434545,18920,"(17855.0, 21364.0]"
鼎盛智能有限责任公司000437,9.139786103131e+017,0,1,国家级,,4,4,5656,7800,"(7370.0, 10954.0]"
博雅医药有限责任公司000438,9.13494012897432e+017,1,0,,4,2,6,-2323432,8470,"(7370.0, 10954.0]"
